什么	shen me
咖啡色	ka fei se
自由度	zi you du
商业区	shang ye qu
冒牌货	mao pai huo
演奏家	yan zou jia
舞蹈家	wu dao jia
墨绿色	mo lv se
一幢幢	yi zhuang zhuang
鼓鼓的	gu gu de
大力士	da li shi
小家庭	xiao jia ting
包围圈	bao wei quan
南京路	nan jing lu
地头蛇	di tou she
冒失鬼	mao shi gui
认识论	ren shi lun
有起色	you qi se
银河系	yin he xi
大作家	da zuo jia
命中率	ming zhong lv
紫丁香	zi ding xiang
大气层	da qi ceng
保皇派	bao huang pai
一句句	yi ju ju
成活率	cheng huo lv
戏剧家	xi ju jia
站住脚	zhan zhu jiao
催眠术	cui mian shu
手术台	shou shu tai
大舅子	da jiu zi
革命军	ge ming jun
宣传品	xuan chuan pin
吃得开	chi de kai
发明家	fa ming jia
人力车	ren li che
旱烟袋	han yan dai
绕圈子	rao quan zi
那么些	na me suo
百分率	bai fen lv
被压迫	bei ya po
皮夹子	pi jia zi
黄褐色	huang he se
数量级	shu liang ji
工读生	gong du sheng
冤大头	yuan da tou
吃得消	chi de xiao
深褐色	shen he se
孤单单	gu dan dan
贴现率	tie xian lv
大嫂子	da sao zi
遗传学	yi chuan xue
胖嘟嘟	pang du du
精确度	jing que du
做手脚	zuo shou jiao
臭皮囊	chou pi nang
陆海空	lu hai kong
加速度	jia su du
大前提	da qian ti
数目字	shu mu zi
野心家	ye xin jia
解剖学	jie pou xue
外省人	wai sheng ren
邮递员	you di yuan
长舌妇	chang she fu
歇歇脚	xie xie jiao
大老粗	da lao cu
鬼把戏	gui ba xi
亲家母	qing jia mu
乐滋滋	le zi zi
奶油色	nai you se
参观团	can guan tuan
伤病员	shang bing yuan
卫生员	wei sheng yuan
气吁吁	qi xu xu
耍把戏	shua ba xi
印度教	yin du jiao
党委会	dang wei hui
铺路石	pu lu shi
同盟会	tong meng hui
散文家	san wen jia
筹备会	chou bei hui
雷声大	lei sheng da
脑血栓	nao xue shuan
合同工	he tong gong
说得来	shuo de lai
雨花石	yu hua shi
占领区	zhan ling qu
压轴戏	ya zhou xi
宿命论	su ming lun
航海家	hang hai jia
打字员	da zi yuan
鉴定会	jian ding hui
勤务员	qin wu yuan
保育院	bao yu yuan
外汇券	wai hui quan
群英会	qun ying hui
折子戏	zhe zi xi
无穷大	wu qiong da
咏叹调	yong tan diao
死亡线	si wang xian
说不来	shuo bu lai
戏园子	xi yuan zi
先行官	xian xing guan
亲姐妹	qin jie mei
信号弹	shen hao dan
满堂红	man tang hong
对比度	dui bi du
斩六将	zhan liu jiang
脚脖子	jiao bo zi
一锅粥	yi guo zhou
大路货	da lu huo
合作化	he zuo hua
旅游车	lv you che
急行军	ji xing jun
乐陶陶	le tao tao
癞皮狗	lai pi gou
小小说	xiao xiao shuo
无价宝	wu jia bao
家务活	jia wu huo
扩大化	kuo da hua
傻呵呵	sha he he
垫脚石	dian jiao shi
落花生	luo hua sheng
无限大	wu xian da
站柜台	zhan gui tai
遗腹子	yi fu zi
沦陷区	lun xian qu
红药水	hong yao shui
隐身术	yin shen shu
大专生	da zhuan sheng
集大成	ji da cheng
两面派	liang mian pai
通信员	tong shen yuan
开夜车	kai ye che
大兵团	da bing tuan
关系户	guan xi hu
播种机	bo zhong ji
保护色	bao hu se
大头针	da tou zhen
流行色	liu xing se
闹新房	nao xin fang
开倒车	kai dao che
阵地战	zhen di zhan
中间派	zhong jian pai
打埋伏	da mai fu
税务员	shui wu yuan
吸铁石	xi tie shi
指甲盖	zhi jia gai
概率论	gai lv lun
少壮派	shao zhuang pai
随大流	sui da liu
度量衡	du liang heng
跨年度	kua nian du
拿手戏	na shou xi
胖墩墩	pang dun dun
活地狱	huo di yu
碰头会	peng tou hui
清君侧	qing jun ce
流行语	liu xing yu
意见簿	yi jian bo
玉不琢	yu bu zhuo
查号台	cha hao tai
大气压	da qi ya
下脚料	xia jiao liao
司号员	si hao yuan
石子儿	shi zi er
小广播	xiao guang bo
立脚点	li jiao dian
支委会	zhi wei hui
抱佛脚	bao fo jiao
合成词	he cheng ci
敌占区	di zhan qu
走资派	zou zi pai
复合词	fu he ci
扁桃体	bian tao ben
协约国	xie yue guo
灌米汤	guan mi tang
破折号	po zhe hao
山里红	shan li hong
吃大户	chi da hu
地方军	di fang jun
对台戏	dui tai xi
附属国	fu shu guo
艺术照	yi shu zhao
走读生	zou du sheng
夹生饭	jia sheng fan
接合部	jie he bu
翘尾巴	qiao wei ba
三角板	san jiao ban
挖墙脚	wa qiang jiao
地方话	di fang hua
三联单	san lian dan
拓扑学	tuo pu xue
圆周率	yuan zhou lv
落叶树	luo ye shu
单人舞	dan ren wu
革新派	ge xin pai
铁甲车	tie jia che
制约力	zhi yue li
冰冻期	bing dong qi
单干户	dan gan hu
弹簧秤	tan huang cheng
量角器	liang jiao qi
虹吸管	hong xi guan
炮筒子	pao tong zi
宝盖头	bao gai tou
被除数	bei chu shu
合理地	he li de
大都会	da dou hui
你是谁	ni shi shui
昂贵的	ang gui de
宝贵的	bao gui de
别人的	bie ren de
别忘了	bie wang le
并且有	bing qie you
不变的	bu bian de
产生的	chan sheng de
常见的	chang jian de
错误的	cuo wu de
但还是	dan hai shi
而不会	er bu hui
非常的	fei chang de
分开了	fen kai le
疯狂的	feng kuang de
丰满的	feng man de
更高的	geng gao de
公开的	gong kai de
管理的	guan li de
过分了	guo fen le
合作的	he zuo de
黑暗的	hei an de
黄种人	huang zhong ren
会成为	hui cheng wei
技术的	ji shu de
简单的	jian dan de
巨额的	ju e de
可能的	ke nai de
肯定的	ken ding de
快乐的	kuai le de
乐观的	le guan de
另外的	ling wai de
每年的	mei nian de
没有家	mei you jia
那就是	na jiu shi
女性的	nv xing de
便宜了	pian yi le
奇怪的	qi guai de
期中考	qi zhong kao
全部的	quan bu de
热情的	re qing de
任何的	ren he de
若不是	ruo bu shi
上课了	shang ke le
实用的	shi yong de
似乎有	si hu you
提供的	ti gong de
同样的	tong yang de
为了你	wei le ni
稳定的	wen ding de
问题的	wen ti de
系统的	xi tong de
相关的	xiang guan de
邪恶的	xie e de
行动上	xing dong shang
行为人	xing wei ren
在那里	zai na li
在那些	zai na suo
这很好	zhe hen hao
这两年	zhe liang nian
这么个	zhe me ge
这些个	zhe suo ge
指定的	zhi ding de
之间的	zhi jian de
白色的	bai se de
比我大	bi wo da
必要的	bi yao de
标准的	biao zhun de
别的人	bie de ren
不错的	bu cuo de
不利的	bu li de
朝鲜人	chao xian ren
吃饭了	chi fan le
大风车	da feng che
大家的	da jia de
大门外	da men wai
单人旁	dan ren bang
得人心	de ren xin
地球人	di qiu ren
复杂的	fu za de
感情的	gan qing de
规定的	gui ding de
黑色的	hei se de
很大的	hen da de
环境的	huan jing de
寂寞的	ji mo de
紧张的	jin zhang de
惊人的	jing ren de
具体的	ju ben de
可是那	ke shi na
困难的	kun nan de
灵活的	ling huo de
面临的	mian lin de
敏感的	min gan de
明确的	ming que de
明显的	ming xian de
那也是	na ye shi
内地人	na di ren
平等的	ping deng de
普遍的	pu bian de
轻微的	qing wei de
全家人	quan jia ren
圈内人	quan na ren
确定的	que ding de
柔软的	rou ruan de
生产的	sheng chan de
适当的	shi dang de
睡觉了	shui jiao le
睡着了	shui zhao le
似乎是	si hu shi
突出的	tu chu de
完美的	wan mei de
危险的	wei xian de
鲜明的	xian ming de
想起了	xiang qi le
需要的	xu yao de
一大群	yi da qun
以后的	yi hou de
以前的	yi qian de
优秀的	you xiu de
中间的	zhong jian de
专业的	zhuan ye de
足够的	zu gou de
组织的	zu zhi de
别人家	bie ren jia
不可行	bu ke xing
灿烂的	can lan de
出发了	chu fa le
创新的	chuang xin de
纯粹的	chun cui de
大都是	da dou shi
大方向	da fang xiang
大热天	da re tian
地球村	di qiu cun
短暂的	duan zan de
该死的	gai si de
高效的	gao xiao de
鬼地方	gui di fang
国统区	guo tong qu
还将有	hai jiang you
很多的	hen duo de
红色的	hong se de
后来的	hou lai de
湖南人	hu nan ren
糊涂的	hu tu de
家里人	jia li ren
可行的	ke xing de
楼上的	lou shang de
敏锐的	min rui de
那么大	na me da
前进的	qian jin de
容量大	rong liang da
试过了	shi guo le
十足的	shi zu de
太美了	tai mei le
天黑了	tian hei le
天亮了	tian liang le
网上见	wang shang jian
无穷的	wu qiong de
下载的	xia zai de
小小的	xiao xiao de
新来的	xin lai de
一般般	yi ban ban
异常的	yi chang de
一行人	yi xing ren
印度人	yin du ren
长大后	zhang da hou
重要的	zhong yao de
最高的	zui gao de
最近的	zui jin de
必然的	bi ran de
不敢说	bu gan shuo
不好了	bu hao le
不好说	bu hao shuo
不去了	bu qu le
出色的	chu se de
大队长	da dui zhang
大工业	da gong ye
放心了	fang xin le
尴尬的	gan ga de
固定的	gu ding de
广西人	guang xi ren
国画家	guo hua jia
害怕了	hai pa le
还真的	hai zhen de
合众国	he zhong guo
黑种人	hei zhong ren
华丽的	hua li de
精确的	jing que de
扩大会	kuo da hui
蓝色的	lan se de
满足的	man zu de
抹不开	mo bu kai
受够了	shou gou le
说书人	shuo shu ren
无关的	wu guan de
无形中	wu xing zhong
下班了	xia ban le
相反的	xiang fan de
详细的	xiang xi de
修正了	xiu zheng le
要饭的	yao fan de
永远的	yong yuan de
有三种	you san zhong
在家里	zai jia li
真诚的	zhen cheng de
最多的	zui duo de
必须的	bi xu de
大成功	da cheng gong
大哥大	da ge da
多久了	duo jiu le
高高的	gao gao de
河南人	he nan ren
活着的	huo zhe de
即便是	ji bian shi
笼中鸟	long zhong niao
上星期	shang xing qi
神秘的	shen mi de
收藏了	shou cang le
太高了	tai gao le
透明的	tou ming de
无形的	wu xing de
西方的	xi fang de
眼前的	yan qian de
一直都	yi zhi dou
有人家	you ren jia
有效率	you xiao lv
忧郁的	you yu de
这么着	zhe me zhe
直接的	zhi jie de
被动的	bei dong de
不会的	bu hui de
大波妹	da bo mei
大老爷	da lao ye
大帽子	da mao zi
当家人	dang jia ren
到家了	dao jia le
得罪人	de zui ren
短短的	duan duan de
干掉了	gan diao le
关键的	guan jian de
还有谁	hai you shui
黄色的	huang se de
集体的	ji ben de
接着是	jie zhe shi
绿色的	lv se de
纽约人	niu yue ren
亲切的	qin qie de
实际的	shi ji de
说白了	shuo bai le
说真的	shuo zhen de
完蛋了	wan dan le
勇敢的	yong gan de
中巴车	zhong ba che
主要的	zhu yao de
专门的	zhuan men de
最初的	zui chu de
不大于	bu da yu
缔约国	di yue guo
高贵的	gao gui de
好大的	hao da de
好笑的	hao xiao de
积累的	ji lei de
绝对的	jue dui de
没用了	mei yong le
上当了	shang dang le
神圣的	shen sheng de
谈得上	tan de shang
有趣的	you cu de
原有的	yuan you de
越南人	yue nan ren
在车上	zai che shang
致命的	zhi ming de
最深的	zui shen de
本质的	ben zhi de
不是的	bu shi de
不正派	bu zheng pai
大民主	da min zhu
共和制	gong he zhi
糊弄人	hu nong ren
活地图	huo di tu
那将是	na jiang shi
上述的	shang shu de
讨厌的	tao ya de
陶醉在	tao zui zai
响亮的	xiang liang de
小天地	xiao tian di
一转身	yi zhuan shen
繁重的	fan zhong de
放大率	fang da lv
看不得	kan bu de
蓝采和	lan cai he
适合的	shi he de
无效的	wu xiao de
幸运的	xing yun de
一抹黑	yi mo hei
预期的	yu qi de
遭到了	zao dao le
做错了	zuo cuo le
不到家	bu dao jia
大发现	da fa xian
说穿了	shuo chuan le
这不过	zhe bu guo
大暴雨	da bao yu
大四喜	da si xi
应有的	ying you de
有感觉	you gan jue
第一炮	di yi pao
三大球	san da qiu
说得上	shuo de shang
大地主	da di zhu
坚实的	jian shi de
值得的	zhi de de
一般化	yi ban hua
有钱的	you qian de
诞生地	dan sheng di
国家税	guo jia shui
试了试	shi le shi
算不得	suan bu de
不合算	bu he suan
吓不倒	xia bu dao
遥远的	yao yuan de
由不得	you bu de
差不离	cha bu li
大生产	da sheng chan
一位数	yi wei shu
棒极了	bang ji le
大不大	da bu da
自家人	zi jia ren
单一化	dan yi hua
单单是	dan dan shi
轮奸了	lun gan le
落地扇	luo di shan
走光了	zou guang le
单打一	dan da yi
撮一顿	cuo yi dun
还好是	hai hao shi
有远见	you yuan jian
大概其	da gai qi
有所思	you suo si
死一般	si yi ban
数得上	shu de shang
一说到	yi shuo dao
走不得	zou bu de
总的说	zong de shuo
所说的	suo shuo de
我真的	wo zhen de
真的不	zhen de bu
是否有	shi fou you
一般都	yi ban dou
她们的	jie men de
我说的	wo shuo de
都是在	dou shi zai
又没有	you mei you
不会再	bu hui zai
看你的	kan ni de
多的是	duo de shi
容易的	rong yi de
常用的	chang yong de
这么快	zhe me kuai
简单地	jian dan de
一种是	yi zhong shi
满足了	man zu le
那不是	na bu shi
成功了	cheng gong le
愚蠢的	yu chun de
都这样	dou zhe yang
网络上	wang luo shang
都不用	dou bu yong
古代的	gu dai de
自觉地	zi jue de
真是的	zhen shi de
有利的	you li de
那以后	na yi hou
心理的	xin li de
麻烦的	ma fan de
都不想	dou bu xiang
第一句	di yi ju
再没有	zai mei you
奶奶的	nai nai de
地面上	di mian shang
这么晚	zhe me wan
这么高	zhe me gao
突然的	tu ran de
确切的	que qie de
她的话	jie de hua
也没人	ye mei ren
圆圆的	yuan yuan de
私人的	si ren de
算得上	suan de shang
吓坏了	xia huai le
亲密的	qin mi de
红红的	hong hong de
赤裸的	chi luo de
纯洁的	chun jie de
那一个	na yi ge
整个的	zheng ge de
在睡觉	zai shui jiao
残忍的	can ren de
问一句	wen yi ju
微小的	wei xiao de
更新了	geng xin le
最坏的	zui huai de
公众的	gong zhong de
连串的	lian chuan de
满满的	man man de
非法的	fei fa de
值钱的	zhi qian de
无用的	wu yong de
幼稚的	you zhi de
别提了	bie ti le
外来的	wai lai de
随后的	sui hou de
适宜的	shi yi de
擅长的	shan chang de
时髦的	shi mao de
这就使	zhe jiu shi
满意了	man yi le
自愿的	zi yuan de
室内的	shi na de
恶心的	e xin de
地方人	di fang ren
好心的	hao xin de
浅浅的	qian qian de
国际的	guo ji de
修改了	xiu gai le
初步的	chu bu de
哪一天	na yi tian
外部的	wai bu de
故意的	gu yi de
乖乖的	guai guai de
不适用	bu shi yong
永久的	yong jiu de
非凡的	fei fan de
方便地	fang bian de
虔诚的	qian cheng de
搞错了	gao cuo le
可见的	ke jian de
贪婪的	tan lan de
疲倦的	pi juan de
官方的	guan fang de
吓一跳	xia yi tao
好多的	hao duo de
小型的	xiao xing de
不敢了	bu gan le
未知的	wei zhi de
无情地	wu qing de
哪些人	na suo ren
本国的	ben guo de
北部的	bei bu de
适度的	shi du de
原产地	yuan chan di
上好的	shang hao de
阴暗的	yin an de
狗日的	gou ri de
批评了	pi ping le
繁忙的	fan mang de
多样的	duo yang de
大笔的	da bi de
读完了	du wan le
大词典	da ci dian
麻木的	ma mu de
音乐人	yin yue ren
很大方	hen da fang
更少的	geng shao de
传开了	chuan kai le
大帅哥	da shuai ge
发错了	fa cuo le
哪一条	na yi tiao
耗费了	hao fei le
便不是	bian bu shi
弄不到	nong bu dao
苗条的	miao tiao de
大师级	da shi ji
袁大头	yuan da tou
大冷天	da leng tian
傍大款	bang da kuan
惹恼了	re nao le
不整齐	bu zheng qi
地毯式	di tan shi
别吵了	bie chao le
零碎的	ling sui de
轻便的	qing bian de
吃上了	chi shang le
两地书	liang di shu
拜天地	bai tian di
那不同	na bu tong
抢到了	cheng dao le
改掉了	gai diao le
地方台	di fang tai
个位数	ge wei shu
难倒了	nan dao le
不急着	bu ji zhe
班上的	ban shang de
迟来的	chi lai de
锋利的	feng li de
今年的	jin nian de
今后的	jin hou de
可口的	ke kou de
没说的	mei shuo de
堂堂的	tang tang de
他说的	ta shuo de
挺高的	ting gao de
迎合了	ying he le
遇到的	yu dao de
中括号	zhong kuo hao
这也太	zhe ye tai
自私的	zi si de
拿大头	na da tou
那都是	na dou shi
联系的	lian xi de
橙色的	cheng se de
大声地	da sheng de
它们的	ta men de
胖胖的	pang pang de
大烟鬼	da yan gui
大立柜	da li gui
热烈的	re lie de
热忱的	re chen de
弄拧了	nong ning le
你要的	ni yao de
连这都	lian zhe dou
如今的	ru jin de
蓝蓝的	lan lan de
变硬了	bian ying le
半年的	ban nian de
白来了	bai lai le
创作的	chuang zuo de
长足的	chang zu de
当今的	dang jin de
大点声	da dian sheng
风骚的	feng sao de
高兴了	gao xing le
该走的	gai zou de
搞好了	gao hao le
滚的滚	gun de gun
较差的	jiao cha de
卖完了	mai wan le
蛮多的	man duo de
爬的爬	pa de pa
强奸了	qiang gan le
确凿的	que zao de
设计了	she ji le
善意的	shan yi de
神奇的	shen qi de
太惨了	tai can le
太胖了	tai pang le
太矮了	tai ai le
她说的	jie shuo de
无耻的	wu chi de
温馨的	wen xin de
蔚蓝的	wei lan de
虚幻的	xu huan de
洗一洗	xi yi xi
修长的	xiu chang de
性感的	xing gan de
下载了	xia zai le
修复了	xiu fu le
泄露的	xie lou de
右边的	you bian de
又赢了	you ying le
左边的	zuo bian de
最帅的	zui shuai de
最红的	zui hong de
之外的	zhi wai de
真挚的	zhen zhi de
这会让	zhe hui rang
知道的	zhi dao de
著作人	zhu zuo ren
辩证地	bian zheng de
静止的	jing zhi de
导出的	dao chu de
反思了	fan si le
制作的	zhi zuo de
别挤了	bie ji le
好看的	hao kan de
多大的	duo da de
楼下的	lou xia de
留下的	liu xia de
久违了	jiu wei le
固有的	gu you de
上半区	shang ban qu
万恶的	wan e de
不可说	bu ke shuo
大乌龟	da wu gui
英明的	ying ming de
正常了	zheng chang le
粗暴地	cu bao de
傲人的	ao ren de
不够大	bu gou da
来迟了	lai chi le
卸载了	xie zai le
亲生的	qin sheng de
所写的	suo xie de
激进的	ji jin de
严厉的	yan li de
默认的	mo ren de
猜对了	cai dui le
太牛了	tai niu le
关掉了	guan diao le
下一句	xia yi ju
一摊血	yi tan xue
相信了	xiang shen le
谈到了	tan dao le
纯朴的	chun pu de
那个谁	na ge shui
开饭了	kai fan le
上边的	shang bian de
下边的	xia bian de
有点卡	you dian ka
懊恼地	ao nao de
调皮地	tiao pi de
晚了点	wan le dian
描述了	miao shu le
壮壮的	zhuang zhuang de
路旁的	lu bang de
补充了	bu chong le
吃足了	chi zu le
制作了	zhi zuo le
下起了	xia qi le
大秘密	da mi mi
麻麻的	ma ma de
不要的	bu yao de
打了他	da le ta
打了她	da le jie
遗憾地	yi han de
便这样	bian zhe yang
车走了	che zou le
除了和	chu le he
关切地	guan qie de
骂了我	ma le wo
骂了她	ma le jie
骂了他	ma le ta
其中一	qi zhong yi
一把给	yi ba gei
又加了	you jia le
长期在	chang qi zai
便不敢	bian bu gan
不准和	bu zhun he
盖起了	gai qi le
前卫的	qian wei de
我完了	wo wan le
昨晚的	zuo wan de
亲一口	qin yi kou
大世面	da shi mian
和那个	he na ge
和哪个	he na ge
打开的	da kai de
他这人	ta zhe ren
共有的	gong you de
低调地	di diao de
谁知道	shui zhi dao
核技术	he ji shu
贾平凹	jia ping wa
出血热	chu xue re
